Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Funwood Media,https://www.crunchbase.com/organization/funwood-media,"Funwood Media is a forward-thinking media company that works in the television sector covering the distribution, production and licensing of media products.",http://www.funwoodmedia.com/,"Advertising, Media and Entertainment","Milan, Lombardia, Italy",Funwood Media is a forward-thinking media company that works in the television sector covering the distribution.,"1,290,988",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Active,2019-12-18,day,,,For Profit,,,,,+ 39 02 92 889 776,,,,,,,,,,,,,,,,"Advertising, Media and Entertainment, Sales and Marketing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Futura Soluzioni Informatiche,https://www.crunchbase.com/organization/futura-soluzioni-informatiche,"Futura Soluzioni Informatiche specializes in serving customers with integrated software solutions under the Customer Service umbrella. With over twenty years of experience in developing cloud-based and distributed ERP/CRM, mobile applications, and geolocation systems, Futura SI has helped improve the productivity of technical assistance companies.",https://www.futurasi.com,"Information Services, Information Technology, Software","Oderzo, Veneto, Italy",Futura Soluzioni Informatiche provides customer service software solutions.,"1,953,881",1995-01-01,year,11-50,92,"European Union (EU), Europe, Middle East, and Africa (EMEA)",31046,,Active,2023-01-24,day,,,For Profit,,https://www.facebook.com/FuturaSoluzioniInformatiche,https://www.linkedin.com/company/futura-si,info@futurasi.com,+39 0422 814041,,,,,,,,,,,,,,,,"Information Technology, Software",,,,M&A,,,,,,,,,,-54.23%,,,,,,,,,,,,,,,,,,,,
G-Evolution,https://www.crunchbase.com/organization/g-evolution,"G-Evolution is the telematics service provider of Groupama Assicurazioni and specializes in analyzing automotive data using advanced AI algorithms to provide efficient claims management and settlement, fraud detection, and real-time driver accident support.",https://www.gevolution.it/,"Artificial Intelligence (AI), Big Data, Information Services, Information Technology, Insurance, Sustainability","Roma, Lazio, Italy",G-Evolution is the telematics service provider of Groupama Assicurazioni and specializes in analyzing automotive data.,"1,208,058",2017-01-01,year,11-50,"1,274","European Union (EU), Europe, Middle East, and Africa (EMEA)",144,,Active,2021-08-11,day,,,For Profit,,,https://www.linkedin.com/company/g-evolution/,g-evolution@legalmail.it,+39 06 80974660,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software, Sustainability",1,Simone Nardocci,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.T. Attuatori Srl,https://www.crunchbase.com/organization/g-t-attuatori-srl,"G.T. Attuatori Srl manufactures pneumatic actuators and accessories. The company offers components for pneumatic automation, such as solenoid valves and linear pneumatic cylinders, as well as positioning signal boxes and mounting accessories. It offers its products in Germany, Spain, Great Britain, and the United States. ",http://www.gtattuatori-europe.com/,"Industrial Engineering, Mechanical Engineering","Cusano Milanino, Lombardia, Italy",G.T. Attuatori Srl manufactures pneumatic actuators and accessories.,"332,669",1963-01-01,year,1001-5000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20090,,Active,2013-08-10,day,,,For Profit,,,,,39 02 90 39 03 22,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Gaia S.R.L.,https://www.crunchbase.com/organization/gaia-s-r-l,Gaia S.R.L. is the public relations and public affairs agency that is Italy’s leading environmental communications specialist.,,Public Relations,"Mazara Del Vallo, Sicilia, Italy",Gaia S.R.L. is the public relations and public affairs agency that is Italy’s leading environmental communications specialist.,"1,321,617",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",TP 91026,,Active,2000-11-22,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Sales and Marketing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALILEO TP Process Equipment,https://www.crunchbase.com/organization/galileo-tp-process-equipment," GALILEO TP Process Equipment is specializes in vacuum, leak detection, and refrigerant charging technology. Its products include engineering of industrial production lines, leak detection systems, helium recovery systems, evacuation systems and machines, refrigerant fluids and gas charging machines, refrigerant charging machines accessories, ultrasonic welding systems, electrical safety tests, performance test systems, and data acquisition system from production line. ",http://www.galileotp.com/,"Industrial, Machinery Manufacturing","Scandicci, Toscana, Italy","GALILEO TP Process Equipment is specializes in vacuum, leak detection, and refrigerant charging technology.","642,363",1996-01-01,year,101-250,"8,234","European Union (EU), Europe, Middle East, and Africa (EMEA)",50018,,Active,2018-07-26,day,,,For Profit,,,https://www.linkedin.com/company/galileo-tp-process-equipment-s-r-l-,,+39 0557 22 17 31,,,,,,,,,,,,,,,,Manufacturing,,,1,M&A,2012-07-01,,,,Venture - Series Unknown,"Management, Sales",2,,,3142.86%,$1M to $10M,,,,,,,,,,Venture - Series Unknown,,,,,,,Sviluppo Imprese Centro Italia,1,1
Gamenet,https://www.crunchbase.com/organization/gamenet,"Gamenet operates in the gaming sector, with a strong presence in the slot machines and video-lotteries businesses.",https://www.gamenetgroup.it/en,Gaming,"Rome, Lazio, Italy","Gamenet operates in the gaming sector, with a strong presence in the slot machines and video-lotteries businesses.","48,484",2006-01-01,year,1001-5000,16,"European Union (EU), Europe, Middle East, and Africa (EMEA)",198,,Active,2011-01-01,day,,,For Profit,,,,scommesse@gamenet.it,+39 06 89865673,2,,,,,,,,,,,,,,,Gaming,,,1,M&A,2019-10-24,182500000,EUR,202647183,Secondary Market,,,,,,$1M to $10M,,,,,,,,,,,,,,182500000,EUR,202647183,Apollo,1,1
Gaming Insider,https://www.crunchbase.com/organization/gaming-insider,"Gaming Insider is a distinguished site noted for its unique perspective and alternative approach to the iGaming market, primarily focusing on AAMS-licensed casinos.",https://www.gamingreport.it/,"Casino, Gaming, Online Games","Milan, Lombardia, Italy",Gaming Insider is a prominent specific focus and distinctive perspectives on the iGaming industry.,"692,298",,,,"12,001","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2025-01-28,day,,,For Profit,https://x.com/Gamingreportit,https://www.facebook.com/profile.php?id=100072324163239#,,info@gamingreport.it,,,,,,,,,,,,,,,,,"Gaming, Travel and Tourism",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaming Service,https://www.crunchbase.com/organization/gaming-service,"Gaming Service is a serious company, interested in sharing an operational plan of long-term development.",,"Gaming, Leisure","Rome, Lazio, Italy","Gaming Service is a serious company, interested in sharing an operational plan of long-term development.","3,036,627",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",166,,Active,2011-07-27,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Community and Lifestyle, Gaming",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gamma,https://www.crunchbase.com/organization/gamma-8bcb,"Gamma develop agile software solutions to achieve waste reduction objectives; It provides outsourcing services for the printing and imaging infrastructure, reducing visible and hidden costs, optimizing the environmental impact, increasing the effectiveness and satisfaction of people. It also implements custom software solutions to automate recurring processes in the Healthcare, Automotive, Logistics, Agri-food, Manufacturing, and Services markets. And Architectures for the distribution and display of audiovisual content and multimedia communications in industrial, corporate and retail environments. Visual Collaboration technologies to facilitate the sharing of information in integrated Digital Workplace environments.",https://www.gammaspa.it/,"Business Information Systems, Information Technology, Printing, Software","Verona, Veneto, Italy",Gamma develop agile software solutions for the automation of recurring processes in design and implementation of systems.,"683,622",1985-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",37135,,Active,2020-07-27,day,,,For Profit,,,https://www.linkedin.com/company/gamma--spa/,,+39 045 8185555,,,,,,,,,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment, Software",,,1,M&A,2020-07-01,,,,Venture - Series Unknown,,,,,,,,,,,,,,,,Venture - Series Unknown,,,,,,,Star Capital SGR,,1
Gammarad,https://www.crunchbase.com/organization/gammarad,"Gammarad provides gamma irradiation sterilisation services for the biomedical, pharmaceutical, food packaging, and cosmetics industries.",,"Medical, Medical Device","Minerbio, Emilia-Romagna, Italy",Gammarad provides gamma irradiation sterilisation services.,"2,044,073",1969-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",40061,,Active,2014-11-02,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMS Platform,https://www.crunchbase.com/organization/gams-platform,GAMS is a Skill Validation Platform that enables gamification assessment and learning. Digital skills are validated via practice on hands-on simulation tools and transferred as meta skills into the Profile Scorecard.,https://gamsplatform.com/,"E-Learning, Human Resources, Software","Rome, Lazio, Italy",Challenge Based Learning and Skill Assessment,"1,677,442",2018-12-03,day,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",149,,Active,2024-03-05,day,,,For Profit,,https://www.facebook.com/GAMSPlatform/,https://www.linkedin.com/company/gamsplatform/,learn@gamsplatform.com,,,,,,,,,,,,,,,,,"Administrative Services, Education, Software",1,Riccardo Guggiola,,M&A,,,,,,Management,1,,,,,,,,,,,,,,,,,,,,,,,
GARDA PLAST,https://www.crunchbase.com/organization/garda-plast,"GARDA PLAST provides plastic preforms that can be turned into bottles by industrial customers used mainly for mineral water, soft drinks.",http://www.gardaplast.it/,"Chemical, Manufacturing, Plastics and Rubber Manufacturing","Garda, Trentino-Alto Adige, Italy","GARDA PLAST provides plastic preforms that can be turned into bottles by industrial customers used mainly for mineral water, soft drinks.","2,890,322",1996-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",BS 25080,,Active,2017-07-04,day,,,For Profit,,,https://www.linkedin.com/company/garda-plast-spa?trk=ppro_cprof,,+390365678810,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",3,"Amos Tonoli, Filippo Gaggini, Luca Tonoli",1,M&A,2017-07-01,,,,Private Equity,,,,,,,,,,,,,,,,Private Equity,,,,,,,Progressio SGR,,1
Gardaland Resort Hotel,https://www.crunchbase.com/organization/gardaland-resort-hotel,Gardaland Resort Hotel is the destination for adventurers of all ages with family fun and thrills at its heart.,https://www.gardaland.it,Resorts,"Castelnuovo Del Zappa, Emilia-Romagna, Italy",Gardaland Resort Hotel is the destination for adventurers of all ages with family fun and thrills at its heart.,"1,871,790",1975-07-19,day,,"492,209","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2006-11-13,day,,,For Profit,https://twitter.com/gardaland,https://www.facebook.com/gardaland,https://www.linkedin.com/company/gardaland/,,,1,,,,,,,,,,,,,,,Travel and Tourism,,,,M&A,,,,,,,,,"672,249",27.10%,,,,,,,,,,,,,,,,,,,,
Gardant,https://www.crunchbase.com/organization/gardant,"Gardant offers an integrated service's solution in the context of both private and public credit securitization transactions relating to different asset classes. They also provide mortgages and unsecured loans, both banking and leasing, with a dedicated internal team.",https://www.gardant.eu,"Asset Management, Credit, Finance, Financial Services","Rome, Lazio, Italy",Gardant provides consultancy activities for the identification of investment opportunities and asset management services.,"698,473",2021-01-01,year,251-500,998,"European Union (EU), Europe, Middle East, and Africa (EMEA)",187,,Active,2024-07-01,day,,,For Profit,,,https://www.linkedin.com/company/gardant-spa/,info@gardant.eu,+39 06694771,7,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,,M&A,,,,,,Operations,2,,,5244.19%,,,,,,,,,,,,,,,,,,,,
Gardesa,https://www.crunchbase.com/organization/gardesa,"Gardesa manufactures armored doors, including both standard and customized steel doors that can be tailored to the customer's needs thanks to a wide selection of panels, finishes and optional accessories. Its products include mechanical armored doors, electronic armored doors, panels, armored roller shutters, and fireproof armored doors.",https://www.gardesa.com,"Building Material, Manufacturing","Cortemaggiore, Emilia-Romagna, Italy","Gardesa is manufactures armored doors, including both standard and customized steel doors that can be tailored to the customer's needs.","1,550,607",1979-01-01,year,101-250,"1,109","European Union (EU), Europe, Middle East, and Africa (EMEA)",29016,,Active,2021-01-14,day,,,For Profit,,,https://www.linkedin.com/company/gardesa-s-r-l--an-assaabloy-group-brand/?originalSubdomain=in,gardesa@gardesa.com,+39 0523 255511,,,,,,,,,,,,,,,,"Manufacturing, Real Estate",,,,M&A,,,,,,"Engineering, Management",2,,,-84.06%,,,,,,,,,,,,,,,,,,,,
Garmin Italia S.p.A.,https://www.crunchbase.com/organization/garmin-italia-s-p-a,"Synergy S.p.A. (“Synergy”), the distributor of Garmin’s consumer products in Italy.",,"Electrical Distribution, Electronics, GPS","Milan, Lombardia, Italy",Garmin Italia S.p.A. is a distributor of Garmin’s consumer products in Italy.,"1,572,100",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20151,,Active,2007-08-03,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Consumer Electronics, Energy, Hardware, Navigation and Mapping",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garmont International,https://www.crunchbase.com/organization/garmont-international,"Garmont International is an italian player in the outdoor and tactical footwear market. Garmont operates in two main business segments: outdoor design, production, and distribution of footwear for various outdoor activities, such as hiking, mountaineering, trekking, and tactical design, production, and distribution of footwear for military professionals and passionate people.",https://garmont.com/,"Outdoors, Product Design, Shoes, Sporting Goods","Vedelago, Veneto, Italy",Garmont International is an Italian player in the outdoor and tactical footwear market.,"381,722",1964-01-01,year,11-50,"82,916","European Union (EU), Europe, Middle East, and Africa (EMEA)",31050,,Active,2021-03-04,day,,,For Profit,https://twitter.com/garmontboots,https://www.facebook.com/garmont.international,https://www.linkedin.com/company/garmont-international-srl,,+39 0423 8726,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Sports",,,,M&A,,,,,,Sales,2,,"81,621.67",-31%,,,,,,,,,,,,,,,,,,,,
Gasket International,https://www.crunchbase.com/organization/gasket-international,"Gasket International SpA manufactures and sells steel seat rings, balls, and valve components for applications in power generation, chemical and petrochemical, oil and gas, pulp and paper, mining, cryogenic, and ship-building industries. The company offers seats with or without O-rings, back up, graphite rings, springs, and grease collars; and a range of ancillary components for industrial valves and piping equipment, such as O-rings, bearings and washers, lip seals, ring-joints, and spiral-wound gaskets. Its customers include manufacturers of valves, engineering companies, mining installations, refineries, pumping stations, oil and gas pipelines, offshore, petrochemical plants, LNG plants, and underwater extraction plants.",http://www.gasket.it/,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Castelli Calepio, Lombardia, Italy","Gasket International manufactures and sells steel seat rings, balls, and valve components for applications in power generation, chemical.","2,909,398",1971-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",24060,,Closed,2013-08-02,day,2013-08-02,day,For Profit,,,https://in.linkedin.com/company/hutchinson-gasket,info@gasket.it,+39 0307 43 54 65,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
